Series Name,Series Code,Country Name,Country Code,2010 [YR2010]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,50.89
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,81.483
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,78.779
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,74.409
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,75.424
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,61.862
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",COD,56.909
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,60.093
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,78.769
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,52.964
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,76.4756097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,78.338
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,79.43
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,77.4243902439025
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,79.1
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,60.062
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,72.046
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Early-demographic dividend,EAR,68.0560210364218
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,74.0129991679213
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (excluding high income),EAP,73.066264292376
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (IDA & IBRD countries),TEA,73.1104642905665
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,75.089
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,70.349
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,71.21
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,55.622
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,62.193
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,75.4292682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eswatini,SWZ,46.601
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,61.627
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,80.7467809595169
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,ECS,75.9449243614252
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (excluding high income),ECA,70.6532977018848
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (IDA & IBRD countries),TEC,71.3221957932999
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,79.6294260462919
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faroe Islands,FRO,80.6878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,66.655
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,79.8707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fragile and conflict affected situations,FCS,59.5914692430401
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,81.6634146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,75.611
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,61.4
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,59.637
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,71.46
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,79.9878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,61.03
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,80.3878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,70.2919512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,72.867
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,77.941
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,71.481
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,56.861
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,54.628
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,68.059
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,60.511
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,58.858947453848
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,79.7073043437391
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,73.317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,82.9780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,74.2073170731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IBRD only,IBD,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,81.8975609756097
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA & IBRD total,IBT,68.7682560115178
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA blend,IDB,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA only,IDX,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA total,IDA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,66.693
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,69.205
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,73.905
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,68.567
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,80.7439024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,81.6024390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,82.0365853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,74.038
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,82.8426829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,73.428
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.45
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,60.959
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,65.769
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People's Rep.",PRK,69.571
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,80.1170731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,69.9
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,74.358
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,69.3
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,64.306
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Late-demographic dividend,LTE,73.9839626634512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,74.0972202511906
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (excluding high income),LAC,73.9348188959934
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,73.9833457832769
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,73.4829268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,61.386749569057
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,78.36
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,45.1
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,59.6
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,72.044
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,81.8414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,73.2682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,68.6586430382576
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,59.6343585236154
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,66.4430184463452
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,80.6317073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,82.704
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,63.388
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,55.564
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,74.493
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,75.905
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,55.251
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,81.3975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,62.527
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,72.9673170731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,75.065
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,66.471
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,72.5391836226179
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,72.0147009928834
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,72.0058015747182
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,69.5760568504998
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,69.616
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,67.38
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,75.990243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,74.382
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,52.31
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,63.525
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,56.665
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,67.611
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,80.7024390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,77.2804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,80.7024390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,72.428
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,57.333
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,50.896
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,78.8094555298644
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,74.9975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,80.9975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,79.1488871419702
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,75.682
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,64.3288223545474
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,68.4852338479117
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,65.264
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,76.792
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,62.029
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,72.653
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,74.41
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,69.823
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,76.2463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,79.0268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,79.6861398899548
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,56.5934563204336
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,78.4190975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,79.108
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,73.4585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,68.8412195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,63.433
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,71.663
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,67.43
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,73.917
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,64.284
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,74.3365853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,73.1975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,49.382
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,81.5414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,75.1121951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,79.4219512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,66.216053798919
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,70.674
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,53.99
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,57.669
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,66.8487685017748
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,66.8487685017748
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,54.8
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,81.6268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,75.439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,74.852
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,78.5219512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,71.776
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,56.7254700213101
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,56.7237682841055
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,56.7254700213101
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,62.764
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,70.465
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,81.4512195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,82.2463414634147
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,72.108
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,68.736
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,58.584
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,74.184
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,67.186
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,57.468
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.059
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,71.946
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,75.041
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkiye,TUR,74.507
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,66.657
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,57.099
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,70.2653658536586
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,76.332
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,80.4024390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,78.5414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,73.4553057573176
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,76.75
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,69.672
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,69.123
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,73.134
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,74.837
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,77.8658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,72.788
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,70.5566902781799
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,65.549
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,55.655
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,50.64
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Afghanistan,AFG,15.7850319147431
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Africa Eastern and Southern,AFE,47.1172160114372
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Africa Western and Central,AFW,45.7022963865552
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Albania,ALB,42.610831709991
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Algeria,DZA,16.9048413928518
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,American Samoa,ASM,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Andorra,AND,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Angola,AGO,49.7608765512312
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Antigua and Barbuda,ATG,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Arab World,ARB,21.0705769121462
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Argentina,ARG,41.4637191328645
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Armenia,ARM,45.7065744528318
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Aruba,ABW,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Australia,AUS,45.0740939124137
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Austria,AUT,46.3529494782367
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Azerbaijan,AZE,49.3124613387178
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Bahamas, The",BHS,49.5637975767119
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bahrain,BHR,21.0467520037275
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bangladesh,BGD,26.2040684662479
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Barbados,BRB,49.0616835320486
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Belarus,BLR,49.3912068078938
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Belgium,BEL,45.2562777741472
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Belize,BLZ,36.4998872236006
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Benin,BEN,49.1805605837277
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bermuda,BMU,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bhutan,BTN,43.4143701736326
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bolivia,BOL,43.2641122605086
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bosnia and Herzegovina,BIH,38.3712834378182
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Botswana,BWA,46.2842851646238
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Brazil,BRA,42.4179225292874
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,British Virgin Islands,VGB,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Brunei Darussalam,BRN,40.9467566847852
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bulgaria,BGR,46.2729465070191
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Burkina Faso,BFA,43.8511902151151
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Burundi,BDI,51.7486528953088
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cabo Verde,CPV,40.5404990795664
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cambodia,KHM,50.2806591096339
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cameroon,CMR,46.6416786521636
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Canada,CAN,47.3105135439399
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Caribbean small states,CSS,42.8071803314127
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cayman Islands,CYM,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Central African Republic,CAF,45.53414912024
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Central Europe and the Baltics,CEB,45.1414951869475
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Chad,TCD,42.2490351030922
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Channel Islands,CHI,44.1993780364436
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Chile,CHL,39.8254600820221
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,China,CHN,44.0204912333788
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Colombia,COL,42.327299257169
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Comoros,COM,37.5290155204588
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Congo, Dem. Rep.",COD,48.5401526571808
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Congo, Rep.",COG,49.9468938515013
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Costa Rica,CRI,37.2892294808432
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cote d'Ivoire,CIV,38.1324671146427
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Croatia,HRV,46.0055148348639
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cuba,CUB,38.5673137373773
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Curacao,CUW,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cyprus,CYP,45.1675988113028
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Czech Republic,CZE,43.2904339278673
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Denmark,DNK,47.012333719663
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Djibouti,DJI,24.3441116095595
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Dominica,DMA,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Dominican Republic,DOM,36.7784746555278
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Early-demographic dividend,EAR,30.2519868121273
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific,EAS,43.3593118800688
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific (excluding high income),EAP,43.4891855722248
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,43.4058704600584
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ecuador,ECU,38.5290228521055
